Area-0-Accuracy,Area-1-Accuracy,Area-2-Accuracy,Area-3-Accuracy
0.3618618618618618,0.0,0.0,0.0
0.5765765765765766,0.0,0.0,0.0
0.5960960960960962,0.0,0.0,0.0
0.6426426426426426,0.0,0.0,0.0
0.6501501501501501,0.0,0.0,0.0
0.6561561561561562,0.0,0.0,0.0
0.7087087087087087,0.0,0.0,0.0
0.6531531531531531,0.0,0.0,0.0
0.6831831831831832,0.0,0.0,0.0
0.6936936936936937,0.0,0.0,0.0
0.7282282282282282,0.0,0.0,0.0
0.7087087087087087,0.0,0.0,0.0
0.7117117117117117,0.0,0.0,0.0
0.7087087087087087,0.0,0.0,0.0
0.7237237237237237,0.0,0.0,0.0
0.7282282282282282,0.0,0.0,0.0
0.7222222222222222,0.0,0.0,0.0
0.7177177177177178,0.0,0.0,0.0
0.7312312312312312,0.0,0.0,0.0
0.7252252252252253,0.0,0.0,0.0
0.7162162162162162,0.0,0.0,0.0
0.7312312312312312,0.0,0.0,0.0
0.7222222222222222,0.0,0.0,0.0
0.7432432432432432,0.0,0.0,0.0
0.7477477477477478,0.0,0.0,0.0
0.7447447447447447,0.0,0.0,0.0
0.7102102102102102,0.0,0.0,0.0
0.7252252252252253,0.0,0.0,0.0
0.7072072072072072,0.0,0.0,0.0
0.7222222222222222,0.0,0.0,0.0
0.5960960960960962,0.0838709677419354,0.0,0.0
0.6261261261261262,0.1083870967741935,0.0,0.0
0.6306306306306306,0.2619354838709677,0.0,0.0
0.6471471471471472,0.4554838709677419,0.0,0.0
0.5930930930930931,0.5161290322580645,0.0,0.0
0.6156156156156156,0.5096774193548387,0.0,0.0
0.6786786786786787,0.4941935483870968,0.0,0.0
0.6081081081081081,0.5922580645161291,0.0,0.0
0.5405405405405406,0.6141935483870967,0.0,0.0
0.6051051051051051,0.5445161290322581,0.0,0.0
0.6066066066066066,0.6593548387096774,0.0,0.0
0.5495495495495496,0.6361290322580645,0.0,0.0
0.5975975975975976,0.6,0.0,0.0
0.506006006006006,0.687741935483871,0.0,0.0
0.5555555555555556,0.6761290322580645,0.0,0.0
0.6216216216216216,0.6180645161290322,0.0,0.0
0.5795795795795796,0.6529032258064517,0.0,0.0
0.575075075075075,0.6387096774193548,0.0,0.0
0.6231231231231231,0.5909677419354838,0.0,0.0
0.575075075075075,0.6696774193548387,0.0,0.0
0.5630630630630631,0.6412903225806451,0.0,0.0
0.6201201201201201,0.5922580645161291,0.0,0.0
0.5525525525525525,0.6490322580645161,0.0,0.0
0.5840840840840841,0.632258064516129,0.0,0.0
0.6171171171171171,0.6051612903225806,0.0,0.0
0.5780780780780781,0.6787096774193548,0.0,0.0
0.5795795795795796,0.6296774193548387,0.0,0.0
0.6321321321321322,0.5948387096774194,0.0,0.0
0.5840840840840841,0.6580645161290323,0.0,0.0
0.6051051051051051,0.6258064516129033,0.0,0.0
0.4654654654654654,0.6232258064516129,0.0727272727272727,0.0
0.481981981981982,0.6051612903225806,0.1259740259740259,0.0
0.5420420420420421,0.5703225806451613,0.2,0.0
0.4204204204204204,0.5935483870967742,0.3779220779220779,0.0
0.4684684684684684,0.5832258064516129,0.4987012987012987,0.0
0.4954954954954955,0.5741935483870968,0.4753246753246753,0.0
0.509009009009009,0.6,0.4363636363636363,0.0
0.4789789789789789,0.5974193548387097,0.4935064935064935,0.0
0.5330330330330331,0.5664516129032258,0.535064935064935,0.0
0.5405405405405406,0.5948387096774194,0.4168831168831168,0.0
0.527027027027027,0.5612903225806452,0.551948051948052,0.0
0.5195195195195195,0.567741935483871,0.5675324675324676,0.0
0.5480480480480481,0.5664516129032258,0.4688311688311688,0.0
0.539039039039039,0.5548387096774193,0.5402597402597402,0.0
0.539039039039039,0.5587096774193548,0.564935064935065,0.0
0.5570570570570571,0.6,0.4597402597402597,0.0
0.5225225225225225,0.5458064516129032,0.5324675324675324,0.0
0.5375375375375375,0.5548387096774193,0.5545454545454546,0.0
0.566066066066066,0.5948387096774194,0.4779220779220779,0.0
0.545045045045045,0.5458064516129032,0.5935064935064935,0.0
0.5420420420420421,0.5729032258064516,0.5532467532467532,0.0
0.5795795795795796,0.5896774193548387,0.4883116883116883,0.0
0.5405405405405406,0.5716129032258065,0.5454545454545454,0.0
0.5075075075075075,0.5832258064516129,0.5883116883116883,0.0
0.53003003003003,0.567741935483871,0.5337662337662338,0.0
0.5435435435435435,0.5638709677419355,0.5597402597402598,0.0
0.5405405405405406,0.552258064516129,0.561038961038961,0.0
0.536036036036036,0.5780645161290323,0.5376623376623376,0.0
0.5405405405405406,0.5574193548387096,0.5727272727272728,0.0
0.5285285285285285,0.5703225806451613,0.5454545454545454,0.0
0.4894894894894895,0.5096774193548387,0.5402597402597402,0.0703592814371257
0.5345345345345346,0.52,0.5584415584415584,0.2589820359281437
0.5195195195195195,0.5238709677419355,0.551948051948052,0.437125748502994
0.4954954954954955,0.5329032258064517,0.5532467532467532,0.5074850299401198
0.496996996996997,0.5264516129032258,0.564935064935065,0.5344311377245509
