Area-0-Accuracy,Area-1-Accuracy,Area-2-Accuracy,Area-3-Accuracy
0.0,0.4333764553686934,0.0,0.0
0.0,0.4877102199223803,0.0,0.0
0.0,0.5666235446313066,0.0,0.0
0.0,0.6326002587322122,0.0,0.0
0.0,0.6351875808538163,0.0,0.0
0.0,0.6274256144890039,0.0,0.0
0.0,0.6377749029754204,0.0,0.0
0.0,0.6351875808538163,0.0,0.0
0.0,0.6403622250970246,0.0,0.0
0.0,0.6338939197930142,0.0,0.0
0.0,0.6222509702457956,0.0,0.0
0.0,0.6377749029754204,0.0,0.0
0.0,0.6468305304010349,0.0,0.0
0.0,0.6274256144890039,0.0,0.0
0.0,0.6377749029754204,0.0,0.0
0.0,0.6326002587322122,0.0,0.0
0.0,0.6338939197930142,0.0,0.0
0.0,0.6313065976714101,0.0,0.0
0.0,0.630012936610608,0.0,0.0
0.0,0.6364812419146184,0.0,0.0
0.0,0.6351875808538163,0.0,0.0
0.0,0.6351875808538163,0.0,0.0
0.0,0.6364812419146184,0.0,0.0
0.0,0.6351875808538163,0.0,0.0
0.0,0.6403622250970246,0.0,0.0
0.0,0.6364812419146184,0.0,0.0
0.0,0.6351875808538163,0.0,0.0
0.0,0.6403622250970246,0.0,0.0
0.0,0.6326002587322122,0.0,0.0
0.0,0.628719275549806,0.0,0.0
0.0,0.5485122897800776,0.0,0.0
0.0,0.4527813712807244,0.1313775510204081,0.0
0.0,0.517464424320828,0.1823979591836734,0.0
0.0,0.538163001293661,0.3354591836734694,0.0
0.0,0.5304010349288486,0.4362244897959184,0.0
0.0,0.4993531694695989,0.5063775510204082,0.0
0.0,0.4967658473479948,0.5459183673469388,0.0
0.0,0.4902975420439844,0.5369897959183674,0.0
0.0,0.4902975420439844,0.5790816326530612,0.0
0.0,0.4838292367399741,0.5982142857142857,0.0
0.0,0.482535575679172,0.6262755102040817,0.0
0.0,0.4980595084087968,0.6198979591836735,0.0
0.0,0.4915912031047865,0.6198979591836735,0.0
0.0,0.5161707632600259,0.6173469387755102,0.0
0.0,0.4980595084087968,0.6237244897959183,0.0
0.0,0.500646830530401,0.6237244897959183,0.0
0.0,0.5265200517464425,0.5918367346938775,0.0
0.0,0.5265200517464425,0.6122448979591837,0.0
0.0,0.5161707632600259,0.6186224489795918,0.0
0.0,0.5291073738680466,0.6033163265306123,0.0
0.0,0.51875808538163,0.6186224489795918,0.0
0.0,0.5239327296248383,0.6084183673469388,0.0
0.0,0.5265200517464425,0.5854591836734694,0.0
0.0,0.5394566623544631,0.5778061224489796,0.0
0.0,0.5329883570504528,0.6045918367346939,0.0
0.0,0.5316946959896507,0.6045918367346939,0.0
0.0,0.5239327296248383,0.6135204081632653,0.0
0.0,0.5304010349288486,0.5918367346938775,0.0
0.0,0.5304010349288486,0.5943877551020408,0.0
0.0,0.51875808538163,0.5982142857142857,0.0
0.0,0.5084087968952135,0.5369897959183674,0.055045871559633
0.0,0.445019404915912,0.4897959183673469,0.1804281345565749
0.0,0.4773609314359637,0.5063775510204082,0.2354740061162079
0.0,0.4553686934023286,0.5344387755102041,0.3440366972477064
0.0,0.463130659767141,0.5038265306122449,0.4510703363914373
0.0,0.4605433376455368,0.514030612244898,0.4770642201834862
0.0,0.4592496765847348,0.4910714285714285,0.4755351681957186
0.0,0.4476067270375162,0.5255102040816326,0.5489296636085627
0.0,0.4760672703751617,0.4961734693877551,0.5244648318042814
0.0,0.4670116429495472,0.5051020408163265,0.5795107033639144
